2590.0	0.0
2600.0	1.0503e-05
2602.0	1.0479e-05
2604.0	1.0455e-05
2606.0	1.0431e-05
2608.0	1.0408e-05
2610.0	1.0384e-05
2612.0	1.036e-05
2614.0	1.0337e-05
2616.0	1.0313e-05
2618.0	1.029e-05
2620.0	1.0267e-05
2622.0	1.0243e-05
2624.0	1.022e-05
2626.0	1.0388e-05
2628.0	1.0957e-05
2630.0	1.1557e-05
2632.0	1.219e-05
2634.0	1.2858e-05
2636.0	1.3562e-05
2638.0	1.4305e-05
2640.0	1.5088e-05
2642.0	1.5915e-05
2644.0	1.6786e-05
2646.0	1.7705e-05
2648.0	1.8675e-05
2650.0	1.9698e-05
2652.0	2.0614e-05
2654.0	2.1574e-05
2656.0	2.2577e-05
2658.0	2.3628e-05
2660.0	2.4727e-05
2662.0	2.5878e-05
2664.0	2.7082e-05
2666.0	2.8342e-05
2668.0	2.9661e-05
2670.0	2.9452e-05
2672.0	2.4761e-05
2674.0	2.0817e-05
2676.0	1.7502e-05
2678.0	1.4714e-05
2680.0	1.237e-05
2682.0	1.04e-05
2684.0	8.7437e-06
2686.0	7.3511e-06
2688.0	6.1802e-06
2690.0	5.1959e-06
2692.0	4.3683e-06
2694.0	3.6726e-06
2696.0	3.0876e-06
2698.0	2.5958e-06
2700.0	2.1824e-06
2702.0	1.8348e-06
2704.0	1.5426e-06
2706.0	1.2969e-06
2708.0	1.2046e-06
2710.0	1.1941e-06
2712.0	1.1837e-06
2714.0	1.1734e-06
2716.0	1.1632e-06
2718.0	1.1531e-06
2720.0	1.1431e-06
2722.0	1.1332e-06
2724.0	1.1233e-06
2726.0	1.1135e-06
2728.0	1.1039e-06
2730.0	1.0943e-06
2732.0	1.0848e-06
2734.0	1.0753e-06
2736.0	1.066e-06
2738.0	1.0567e-06
2740.0	1.0475e-06
2742.0	1.0384e-06
2744.0	1.0294e-06
2746.0	1.5464e-06
2748.0	2.3478e-06
2750.0	3.5647e-06
2752.0	1.9775e-06
2754.0	1.097e-06
2756.0	9.65e-07
2758.0	9.5605e-07
2760.0	9.4719e-07
2762.0	9.384e-07
2764.0	9.297e-07
2766.0	9.2108e-07
2768.0	9.1254e-07
2770.0	9.0408e-07
2772.0	8.9569e-07
2774.0	8.8739e-07
2776.0	8.7916e-07
2778.0	8.71e-07
2780.0	8.6293e-07
2782.0	8.5492e-07
2784.0	8.47e-07
2786.0	8.3914e-07
2788.0	8.3136e-07
2790.0	8.2365e-07
2792.0	8.4088e-07
2794.0	9.9401e-07
2796.0	1.175e-06
2798.0	1.389e-06
2800.0	1.6419e-06
2802.0	1.9409e-06
2804.0	2.2944e-06
2806.0	2.7122e-06
2808.0	3.2061e-06
2810.0	3.7899e-06
2812.0	4.48e-06
2814.0	5.2959e-06
2816.0	6.2602e-06
2818.0	7.4002e-06
2820.0	8.7478e-06
2822.0	1.0341e-05
2824.0	1.2224e-05
2826.0	1.445e-05
2828.0	1.7081e-05
2830.0	1.7522e-05
2832.0	1.6006e-05
2834.0	1.4621e-05
2836.0	1.3356e-05
2838.0	1.22e-05
2840.0	1.1145e-05
2842.0	1.018e-05
2844.0	9.2993e-06
2846.0	8.4946e-06
2848.0	7.7596e-06
2850.0	7.0881e-06
2852.0	7.3484e-06
2854.0	7.6182e-06
2856.0	7.7107e-06
2858.0	7.7738e-06
2860.0	7.8374e-06
2862.0	7.9016e-06
2864.0	7.9663e-06
2866.0	8.0315e-06
2868.0	8.0973e-06
2870.0	8.1636e-06
2872.0	8.2304e-06
2874.0	8.2978e-06
2876.0	8.3658e-06
2878.0	8.4343e-06
2880.0	8.5033e-06
2882.0	8.573e-06
2884.0	8.6432e-06
2886.0	8.7139e-06
2888.0	8.7853e-06
2890.0	8.8572e-06
2892.0	8.8104e-06
2894.0	8.3983e-06
2896.0	8.0054e-06
2898.0	7.631e-06
2900.0	7.274e-06
2902.0	6.9337e-06
2904.0	6.6094e-06
2906.0	6.3002e-06
2908.0	6.0055e-06
2910.0	5.7246e-06
2912.0	5.4568e-06
2914.0	5.2016e-06
2916.0	4.9583e-06
2918.0	4.7263e-06
2920.0	4.5053e-06
2922.0	4.2945e-06
2924.0	4.0936e-06
2926.0	3.9021e-06
2928.0	3.7196e-06
2930.0	3.3039e-06
2932.0	2.8155e-06
2934.0	2.3993e-06
2936.0	2.0447e-06
2938.0	1.7424e-06
2940.0	1.4848e-06
2942.0	1.2653e-06
2944.0	1.0783e-06
2946.0	9.1889e-07
2948.0	7.8306e-07
2950.0	6.673e-07
2952.0	7.5585e-07
2954.0	8.5614e-07
2956.0	9.6974e-07
2958.0	1.0984e-06
2960.0	1.2442e-06
2962.0	1.4093e-06
2964.0	1.5962e-06
2966.0	1.8081e-06
2968.0	2.048e-06
2970.0	2.3197e-06
2972.0	2.6275e-06
2974.0	2.9762e-06
2976.0	3.3711e-06
2978.0	3.8184e-06
2980.0	3.8257e-06
2982.0	3.3091e-06
